 Reference Number,  Created Date,"Consumer Address, City","Consumer Address, State Code",Company Name,"Company Phone, Area Code","Company Phone, Number",Complaint Info Initial Contact Method,Complaint Info Product Service Code
53694433,05/21/2014,Eugene|Sacramento,OR|CA,IRS,,,Phone Call: Mobile/Cell,9043
53694459,05/21/2014,Cypress,CA,IRS,,,Phone Call: Mobile/Cell,9043
53694492,05/21/2014,Monongahela,PA,IRS,202,2410806,Phone Call: Landline,9043
53694524,05/21/2014,Crossroads,TX,IRS,213,6039088,Phone Call: Mobile/Cell,9043
53694561,05/21/2014,Ooltewah,TN,IRS,202,2411435,Phone,9043
53694566,05/21/2014,Elk Grove,CA,IRS,202,5069319,Phone,9043
53694613,05/21/2014,,,IRS,888,6401498,Phone Call: Landline,9043
53694621,05/21/2014,Chicago,IL,IRS,202,2797034,Phone Call: Mobile/Cell,9043
53694653,05/21/2014,Jamaica|Jamaica,NY|NY,IRS,305,9747053,Phone Call: Landline,9043
53694668,05/21/2014,San Bernardino,CA,IRS,202,2417505,Phone Call: Landline,9043
53694691,05/21/2014,Sandiego,CA,IRS,888,5087967,Phone Call: Landline,9043
53694699,05/21/2014,San Antonio,TX,IRS,202,2416850,Phone,9043
53694711,05/21/2014,Palmdale,CA,IRS,206,4140843,Phone Call: Landline,9043
53694722,05/21/2014,Spokane Valley|Spokane Valley,WA|WA,IRS,202,2410806,Phone Call: Landline,9043
53694750,05/21/2014,Denver,CO,IRS Tax Fraud Division,202,2396535,Phone,9043
53694791,05/21/2014,Pico Rivera,CA,Internal Revenue Service,585,6331814,Phone Call: Landline,9043
53694800,05/21/2014,Channahon|Channahon,IL|IL,IRS,202,2411375,Phone Call: Landline,9043
53694834,05/21/2014,Lincoln,NY,IRS,888,8557239,Phone Call: Landline,9043
53694854,05/21/2014,San Diego,CA,IRS,,,Phone Call: Landline,9043
53694860,05/21/2014,,,IRS Telephone Scam,,,,9043
53694921,05/21/2014,,,IRS,202,4554912,Phone Call: Landline,9043
53694930,05/21/2014,Little Egg Harbor Twp,NJ,IRS,202,2414922,Phone Call: Landline,9043
53694931,05/21/2014,,,Internal Revenue Service,,,Phone Call: Landline,9043
53694960,05/21/2014,Allentown ,PA,IRS,,,Phone Call: Mobile/Cell,9043
53694965,05/21/2014,,WY,IRS,202,2411375,Phone Call: Landline,9043
53694974,05/21/2014,Fairfax,VA,IRS ,202,2390567,Phone Call: Landline,9043
53694980,05/21/2014,Mountainview|Mountainview,CA|CA,IRS,888,6506799,Phone Call: Landline,9043
53695004,05/21/2014,Los Angeles,CA,IRS,202,5069225,Phone Call: Landline,9043
53695019,05/21/2014,Fullerton,CA,IRS,415,2519150,Phone Call: Landline,9043
53695041,05/21/2014,,,IRS,,,Phone Call: Landline,9043
53695043,05/21/2014,Redmond,WA,Investigative Bureau of IRS,888,6504784,Phone Call: Mobile/Cell,9043
53695109,05/21/2014,Bristol,CT,IRS,202,6299004,Phone Call: Landline,9043
53695142,05/21/2014,Highlands Ranch,CO,IRS,585,6331814,Phone Call: Landline,9043
53695180,05/22/2014,Fair Oaks,CA,IRS (telephone scam),202,5068501,Phone Call: Landline,9043
53695218,05/22/2014,Webster,NY,Internal Revenue Services,844,3325130,Phone Call: Landline,9043
53695315,05/22/2014,,NV,Internal Revenue Service,585,6331792,Phone Call: Landline,9043
53695324,05/22/2014,Scituate,MA,IRS,202,5069319,Phone Call: Landline,9043
53705736,05/21/2014,Fairview Park,OH,Claimed to be IRS,202,2413690,Phone Call: Landline,9043
53705755,05/21/2014,Henderson,NV,IRS,202,2410806,Phone Call: Landline,9043
53705769,05/21/2014,Stony Point,NY,IRS impersonator,202,5099010,Phone Call: Landline,9043
53705790,05/21/2014,New Brunswick,NJ,IRS,202,5069230,Phone Call: Landline,9043
53705796,05/21/2014,Omaha,NE,IRS,760,5926191,Phone,9043
53705809,05/21/2014,Sedona,AZ,IRS,202,5069319,Phone Call: Landline,9043
53705821,05/21/2014,Bow,NH,fake IRS crime unit,,,,9043
53705905,05/21/2014,Cuterino,CA,IRS,202,2397039,Phone Call: Landline,9043
53705947,05/21/2014,Las Vegas,NV,IRS,,,Phone Call: Landline,9043
53705948,05/21/2014,Las Vegas,NV,IRS,,,Phone Call: Landline,9043
53705991,05/21/2014,,,IRS,716,2612185,Phone Call: Landline,9043
53706029,05/21/2014,North Lewisburg,OH,IRS,202,6290965,Phone,9043
53706108,05/21/2014,Las Vegas,NV,IRS,888,5080149,Phone Call: Landline,9043
53706110,05/21/2014,Louisville,KY,IRS,202,5068501,Phone Call: Landline,9043
53706152,05/21/2014,Rancho Palos Verdes|Rancho Palos Verdes,CA|CA,IRS,202,2416854,Phone Call: Landline,9043
53706161,05/21/2014,Brooklyn,NY,IRS Impersonator ,844,3325130,Phone Call: Landline,9043
53706196,05/21/2014,Mechanicsville,VA,IRS,516,5157671,Phone Call: Landline,9043
53706212,05/21/2014,Bakersfield,CA,IRS,585,5686673,Phone Call: Mobile/Cell,9043
53706225,05/21/2014,Meridian,ID,IRS,585,4446953,Phone Call: Landline,9043
53706226,05/21/2014,,WA,"""IRS""",585,5686673,,9043
53706308,05/21/2014,Brandon,FL,IRS,202,6290971,Phone,9043
53706312,05/21/2014,Troy,MI,IRS,202,2419420,Phone,9043
53706355,05/21/2014,,,IRS,,,Phone Call: Landline,9043
53706357,05/21/2014,Sickerville,NJ,IRS,202,2410806,Phone Call: Landline,9043
53706375,05/21/2014,Mukilteo,WA,IRS,202,2392398,Phone Call: Landline,9043
53706378,05/21/2014,Simi Valley,CA,IRS,732,3253624,Phone Call: Landline,9043
53706413,05/21/2014,Woodhaven,NY,INTERNAL REVENUE SERVICES,202,4590987,Phone Call: Mobile/Cell,9043
53706460,05/21/2014,Denville,NJ,IRS,,,Phone Call: Landline,9043
53706463,05/21/2014,Sptingfield,MO,IRS,202,5069142,Phone,9043
53706565,05/21/2014,Tacoma,WA,IRS,202,8641222,Phone,9043
53706568,05/21/2014,Camarillo,CA,IRS,888,6401435,Phone Call: Landline,9043
53706614,05/21/2014,Alpharetta,GA,IRS,888,6401435,Phone Call: Landline,9043
53706672,05/21/2014,Dallas,TX,IRS,202,5069230,Phone Call: Mobile/Cell,9043
53706673,05/21/2014,,FL,IRS,716,2108026,Phone Call: Mobile/Cell,9043
53719293,05/21/2014,Palo Alto,CA,IRS,917,3003725,Phone Call: Landline,9043
53719310,05/21/2014,Scranton,PA,IRS (Allegedly),,,Phone Call: Mobile/Cell,9043
53719319,05/21/2014,seaford,NY,IRS,202,2411435,Phone,9043
53719346,05/21/2014,Boise,ID,IRS,202,4704026,Phone,9043
53719404,05/21/2014,North Platte,NE,IRS,202,8641218,Phone Call: Landline,9043
53719405,05/21/2014,The Villages,FL,IRS,385,3133974,Phone Call: Landline,9043
53719422,05/21/2014,Henderson|Henderson,NV|NV,IRS,888,6506799,Phone Call: Landline,9043
53719443,05/21/2014,,,IRS,,,Phone Call: Landline,9043
53719457,05/21/2014,Kew Gardens,NY,IRS,888,8517365,Phone Call: Mobile/Cell,9043
53719485,05/21/2014,,,IRS,888,8557232,Phone Call: Landline,9043
53719488,05/21/2014,,CA,IRS,202,2413690,Phone Call: Mobile/Cell,9043
53719511,05/21/2014,Denver,CO,IRS,202,5069319,Phone Call: Landline,9043
53719526,05/21/2014,Paterson,NJ,IRS,202,5068435,Phone Call: Landline,9043
53719561,05/21/2014,Fishkill|Fishkill,NY|,IRS,202,2395657,Phone Call: Landline,9043
53719564,05/21/2014,,,IRS Telephone Scam,,,,9043
53719618,05/21/2014,,,IRS LEGAL DEPT,888,6401435,,9043
53719626,05/21/2014,Warner Robins,GA,IRS,415,2514089,Phone Call: Landline,9043
53719637,05/21/2014,Ellsworth|Ellsworth,PA|PA,IRS Legal Department,202,2414922,Phone,9043
53719695,05/21/2014,Bristol,FL,IRS,202,2411435,Phone Call: Landline,9043
53719749,05/21/2014,Bow,NH,IRS,202,8641219,Phone Call: Landline,9043
53719763,05/21/2014,Honoullu,HI,IRS,415,2511037,Phone Call: Landline,9043
53719770,05/21/2014,,CA,Internal revenue Service,747,2009719,Phone Call: Mobile/Cell,9043
53719788,05/21/2014,Libertyville,IL,IRS,202,4590975,Phone Call: Mobile/Cell,9043
53719806,05/21/2014,Tucson,AZ,IRS,202,2390710,Phone Call: Landline,9043
53719821,05/21/2014,Drain,OR,IRS,585,4446953,Phone Call: Landline,9043
53719839,05/21/2014,,PA,IRS,202,7651813,Phone Call: Mobile/Cell,9043
53719870,05/21/2014,Sugar Land,TX,Internal Revenue Service,415,2511037,Phone Call: Landline,9043
53719928,05/21/2014,Algoma,WI,IRS,202,2411375,Phone Call: Landline,9043
53719952,05/21/2014,Seattle,WA,IRS,888,6504784,Phone,9043
53719996,05/21/2014,Hamilton,NJ,IRS,415,2512995,Phone Call: Mobile/Cell,9043
53720005,05/21/2014,Maysville,KY,IRS,469,5679492,Phone Call: Mobile/Cell,9043
53720016,05/21/2014,Gold Canyon,AZ,IRS,,,Phone Call: Landline,9043
53720036,05/21/2014,Lakewood,CA,IRS,,911,Phone Call: Mobile/Cell,9043
53720044,05/21/2014,Moreno Valley,CA,Internal Revenue Service,202,2412458,Phone Call: Landline,9043
53720059,05/21/2014,San Jose,CA,IRS,202,2418690,Phone Call: Landline,9043
53720065,05/21/2014,,CA,"""IRS""",206,4364719,Phone Call: Landline,9043
53720105,05/21/2014,Paramus,NJ,IRS,,,,9043
53720149,05/21/2014,Fresno,CA,IRS,585,6331792,Phone Call: Mobile/Cell,9043
53720174,05/22/2014,,WA,IRS,888,6504784,Phone Call: Landline,9043
53720234,05/22/2014,,WI,IRS,585,4446953,Phone Call: Landline,9043
53720241,05/22/2014,Dublin,OH,IRS,,,Phone Call: Landline,9043
53720995,05/22/2014,Roswell,GA,IRS,202,5068501,Phone Call: Landline,9043
53721007,05/22/2014,Hockessin,DE,IRS (claimed),,,Phone Call: Landline,9043
53721018,05/22/2014,Westminster,MD,IRS,,,Phone Call: Landline,9043
53721051,05/22/2014,,,irs,585,4447056,,9043
53721063,05/22/2014,East Rochester,NY,Internal Revenue Service,415,2511033,Phone Call: Landline,9043
53721065,05/22/2014,Wayland,MI,IRS,202,8641221,Phone Call: Mobile/Cell,9043
53721086,05/22/2014,Lewisville,TX,IRS,888,5080149,Phone,9043
53721112,05/22/2014,Golden,CO,claimed to be IRS,415,2511037,Phone Call: Landline,9043
53721119,05/22/2014,Rochester,MA,IRS,202,6299004,Phone Call: Landline,9043
53721145,05/22/2014,Lees Summit,MO,IRS,,,Phone Call: Landline,9043
53721157,05/22/2014,Los Vegas,NV,IRS,202,6290971,Phone Call: Landline,9043
53721166,05/22/2014,Hamden,CT,IRS,585,4446953,Phone Call: Landline,9043
53721178,05/22/2014,Longmont,CO,IRS,,,,9043
53721192,05/22/2014,,NE,IRS,888,6506799,Phone Call: Landline,9043
53721225,05/22/2014,Piedmont,CA,IRS,202,2416850,Phone Call: Landline,9043
53721240,05/22/2014,Piedmont,CA,IRS,202,2411375,Phone Call: Landline,9043
53721245,05/22/2014,Imperial,CA,IRS Imposter Scam,,,Phone Call: Landline,9043
53721259,05/22/2014,San Diego|,CA|,IRS,888,5087967,Phone Call: Landline,9043
53721260,05/22/2014,,,IRS|Internal Revenue Service,716|877,2063218|9683413,,9043
53721271,05/22/2014,Eugene,OR,IRS,772,7772776,Phone Call: Landline,9043
53721274,05/22/2014,Tomkins Cove,NY,Said they were the IRS,415,2519150,,9043
53721323,05/22/2014,Joliet,IL,IRS ,877,7054245,Phone Call: Landline,9043
53721335,05/22/2014,Las Vegas,NV,IRS,202,8641218,Phone Call: Landline,9043
53721362,05/22/2014,Allen,TX,IRS,888,6401563,Phone Call: Landline,9043
53721374,05/22/2014,Framington Hills,MI,IRS,585,6331814,Phone Call: Landline,9043
53721426,05/22/2014,,,Internal Revenue Service,202,5069340,Phone Call: Landline,9043
53721460,05/22/2014,Las Vegas,NV,IRS,646,4320363,Phone Call: Mobile/Cell,9043
53721478,05/22/2014,Cambridge,MA,IRS,,,Phone Call: Landline,9043
53721628,05/22/2014,Spring,TX,IRS,,,Phone Call: Landline,9043
53721648,05/22/2014,Tucson,AZ,IRS,202,2412158,Phone Call: Mobile/Cell,9043
53721658,05/22/2014,East Lyme,CT,IRS Telephone Scam,202,5068501,Phone Call: Landline,9043
53721690,05/22/2014,Alexandria|Alexandria,VA|VA,IRS,844,3325130,Phone Call: Landline,9043
53721739,05/22/2014,Houston|,TX|,IRS|Publishers Clearing House,206|,2596125|,Phone Call: Landline,9043
53721749,05/22/2014,,,IRS,888,8557239,Phone Call: Landline,9043
53721758,05/22/2014,Honolulu,HI,IRS,202,2411375,Phone Call: Landline,9043
53721773,05/22/2014,,,IRS Telephone Scam,415,2514089,Phone Call: Landline,9043
53721798,05/22/2014,Rome,OH,IRS,213,6039086,Phone Call: Mobile/Cell,9043
53721812,05/22/2014,Astoria|Astoria,NY|NY,IRS,800,8291040,Phone Call: Landline,9043
53721822,05/22/2014,Kaneohe,HI,Internal Revenue Service,732,7039402,Phone Call: Mobile/Cell,9043
53721862,05/22/2014,Woodstock,GA,pretending to be IRS,585,6331814,,9043
53721869,05/22/2014,Waxahachie,TX,IRS,202,5068435,Phone Call: Landline,9043
53721897,05/22/2014,Charlotte,NC,IRS,844,2980231,Phone Call: Landline,9043
53721898,05/22/2014,Vallejo,CA,IRS,202,2419018,Phone Call: Landline,9043
53726963,05/22/2014,Kew Gardens|Kew Gardens,NY|NY,IRS,888,8557232,Phone Call: Landline,9043
53726988,05/22/2014,,,IRS,415,2511037,Phone,9043
53726998,05/22/2014,Kearney,NE,IRS,202,2411435,Phone,9043
53727033,05/22/2014,The Villages,FL,IRS,000,2411375,,9043
53727038,05/22/2014,,MD,IRS,506,5068501,Phone,9043
53727095,05/22/2014,Northfield,NJ,IRS,202,2413690,Phone Call: Landline,9043
53727100,05/22/2014,Wilmington,NC,IRS,202,2410806,Phone Call: Landline,9043
53727131,05/22/2014,,IL,Internal Revenue Service,888,8557239,Phone Call: Landline,9043
53727133,05/22/2014,Hobart,IN,IRS,888,8557239,Phone Call: Landline,9043
53727143,05/22/2014,Santa Clara,CA,IRS,206,5673255,Phone Call: Mobile/Cell,9043
53727228,05/22/2014,Tucson,AZ,Internal Revenue Service,585,6331792,Phone Call: Mobile/Cell,9043
53727244,05/22/2014,Las Vegas,NV,IRS,415,2519150,Phone Call: Landline,9043
53727256,05/22/2014,,,IRS,,,Phone,9043
53727271,05/22/2014,Kingsport,TN,IRS,202,2413122,Phone Call: Landline,9043
53727287,05/22/2014,Portland,OR,IRS,202,8641218,Phone Call: Landline,9043
53727320,05/22/2014,Martinez,GA,Internal Revenue Service (IRS),585,6331792,Phone Call: Landline,9043
53727347,05/22/2014,Lexington,SC,IRS,202,2413122,Phone Call: Landline,9043
53727348,05/22/2014,Demarcus,CA,IRS,202,6097049,Phone,9043
53727359,05/22/2014,Manchester,TN,IRS,,,Phone Call: Mobile/Cell,9043
53727379,05/22/2014,Glendale,CA,IRS,888,6506799,Phone Call: Landline,9043
53727394,05/22/2014,Long Beach,IN,IRS,202,2410806,Phone Call: Landline,9043
53727405,05/22/2014,Midolthion,VA,IRS,206,4364856,Phone Call: Landline,9043
53727406,05/22/2014,Southbury,CT,IRS,202,2413122,Phone Call: Landline,9043
53727452,05/22/2014,New York,NY,IRS,202,5468435,Phone Call: Landline,9043
53727474,05/22/2014,Avon,OH,IRS,202,5069461,Phone Call: Landline,9043
53727475,05/22/2014,Albuquerque,NM,IRS,202,2807675,Phone Call: Landline,9043
53727562,05/22/2014,La Fayette,GA,IRS,202,5068432,Phone Call: Landline,9043
53727566,05/22/2014,Portland,OR,IRS (was told Eric Foster was an agent of the IRS),202,2411435,Phone Call: Landline,9043
53727641,05/22/2014,Mequon,WI,IRS,202,2413122,Phone Call: Landline,9043
53727643,05/22/2014,Haltom City,TX,IRS,206,4146272,Phone Call: Mobile/Cell,9043
53727662,05/22/2014,,,IRS,,,Phone Call: Landline,9043
53727679,05/22/2014,Springdale,AR,IRS,571,3358122,Phone Call: Landline,9043
53727694,05/22/2014,Beaverton,OR,IRS,202,5068489,Phone Call: Mobile/Cell,9043
53727742,05/22/2014,El Cerrito,CA,IRS Tax Investigation Department,202,2415375,Phone Call: Landline,9043
53727751,05/22/2014,,,IRS,202,2411375,Phone Call: Landline,9043
53727755,05/22/2014,Bethesda,MD,IRS,202,2390668,,9043
53727762,05/22/2014,SLOUGHHOUSE,CA,IRS,202,5069225,Phone Call: Landline,9043
53727782,05/22/2014,,,IRS,888,8517365,Phone Call: Landline,9043
53727813,05/22/2014,Germantown,TN,IRS,188,8517365,Phone Call: Landline,9043
53727830,05/22/2014,Seattle,WA,IRS,202,2411435,Phone Call: Landline,9043
53727831,05/22/2014,Herndon,VA,IRS,202,2418309,Phone Call: Landline,9043
53727839,05/22/2014,Burbank,CA,IRS,202,2412158,Phone,9043
53727865,05/22/2014,Northport,FL,IRS,202,6299004,Phone,9043
53731208,05/22/2014,Suffolk,VA,IRS,202,2413690,Phone,9043
53731213,05/22/2014,Spokane,WA,IRS,585,6331814,Phone Call: Landline,9043
53731237,05/22/2014,Redondo Beach,CA,"IRS, tax crime investigation unit",202,4704026,Phone Call: Landline,9043
53731255,05/22/2014,Spokane,WA,IRS,516,5157671,Phone,9043
53731290,05/22/2014,Lafayette,OR,IRS,516,5157848,Phone Call: Mobile/Cell,9043
53731325,05/22/2014,Baton Rouge,LA,IRS,,,Phone Call: Landline,9043
53731332,05/22/2014,Nappa,CA,IRS,415,2512995,Phone Call: Landline,9043
53731360,05/22/2014,Houston,TX,IRS,202,2414922,Phone,9043
53731428,05/22/2014,Houston,,IRS ,,,Phone Call: Landline,9043
53731464,05/22/2014,Danville,IL,IRS,202,2390710,Phone Call: Landline,9043
53731469,05/22/2014,Englewood,CO,IRS,202,2412158,Phone,9043
53731482,05/22/2014,Kent,WA,IRS,888,6504771,Phone Call: Landline,9043
53731493,05/22/2014,Dana Pointe,CA,IRS,888,8557239,Phone,9043
53731517,05/22/2014,Tujunga,CA,IRS,626,9272039,In Person,9043
53731518,05/22/2014,Holtsville,NY,IRS,202,2419420,Phone Call: Mobile/Cell,9043
53731527,05/22/2014,Greensboro,NC,IRS,213,6039085,Phone Call: Mobile/Cell,9043
53731546,05/22/2014,Las Cruces,NM,IRS,202,5068501,Phone Call: Landline,9043
53731556,05/22/2014,Cleveland Heights,OH,IRS,,,Phone Call: Landline,9043
53731573,05/22/2014,,,Internal Revenue Service,,,Phone Call: Landline,9043
53731601,05/22/2014,Los Angeles,CA,IMPOSTER - IRS SCAM,,,Phone Call: Landline,9043
53731638,05/22/2014,,FL,IRS ,,,Phone Call: Landline,9043
53731656,05/22/2014,San Francisco,CA,IRS,888,8517365,Phone Call: Landline,9043
53731672,05/23/2014,,,"""IRS""",202,2411375,,9043
53731677,05/23/2014,Walnut,CA,INTERNAL REVENUE SERVICE,888,8862632,Phone Call: Landline,9043
53731693,05/23/2014,Bellflower,CA,IRS,202,8068489,Phone Call: Landline,9043
53731825,05/23/2014,,,IRS phone scam,,,Phone Call: Landline,9043
53731892,05/23/2014,Pittsville,WI,Fake IRS Department,888,8557239,Phone Call: Landline,9043
53731916,05/23/2014,Austin,TX,IRS,202,8641215,Phone Call: Mobile/Cell,9043
53731927,05/23/2014,Pasadena,MD,IRS,202,2412158,Phone Call: Landline,9043
53731974,05/23/2014,Henderson,KY,IRS,588,6331792,Phone Call: Landline,9043
53731985,05/23/2014,Stockton,CA,IRS,760,5926191,Phone Call: Landline,9043
53732017,05/23/2014,Massapequa park,NY,Irs?,,,,9043
53732025,05/23/2014,Edison,NJ,Claiming to be the IRS,,,Phone Call: Landline,9043
53732054,05/23/2014,Williamstown,NJ,IRS,202,5069319,Phone Call: Landline,9043
53732104,05/23/2014,Chessapeake,VA,The consumer was notified by the IRS via mail that taxes had bee,202,7381921,Phone,9043
53732105,05/23/2014,Corona,CA,IRS,917,3003725,Phone Call: Landline,9043
53732113,05/23/2014,Hayward,CA,IRS,206,3174305,Phone,9043
53732141,05/23/2014,Rowley,MA,? claims to be IRS,202,7651813,Phone Call: Landline,9043
53732144,05/23/2014,Tigard,OR,IRS|Internal Revenue Service,202|503,2419019|4030738,Phone Call: Landline,9043
53732160,05/23/2014,Salem,VA,Claimed to be IRS,,,Phone Call: Mobile/Cell,9043
53732177,05/23/2014,North Augusta,SC,irs,571,2091416,Phone Call: Mobile/Cell,9043
53739735,05/22/2014,Wanatha,IN,IRS,202,2397073,Phone Call: Landline,9043
53739757,05/22/2014,Clayton,CA,IRS,888,8517365,Phone Call: Landline,9043
53739785,05/22/2014,,NY,IRS,916,6829516,Phone Call: Mobile/Cell,9043
53739811,05/22/2014,Fullerton,CA,IRS,876,5881707,Phone,9043|0350
53739851,05/22/2014,Fremont|Fremont,CA|CA,IRS,,,Phone Call: Landline,9043
53739918,05/22/2014,Honolulu,HI,IRS (allegedly),202,2411375,Phone Call: Landline,9043
53740040,05/22/2014,Anchorage,AK,IRS,202,5069230,Phone Call: Landline,9043
53740059,05/22/2014,Morganton,NC,IRS,213,6039088,Phone Call: Mobile/Cell,9043
53740061,05/22/2014,North Forth Myers,FL,IRS,415,2154089,Phone,9043
53740086,05/22/2014,Washington,DC,IRS,202,8641219,Phone,9043
53740087,05/22/2014,Elk Grove Village|Elk Grove Village,IL|,IRS,800,8291040,Phone Call: Landline,9043
53740138,05/22/2014,Memphis,TN,IRS,571,3358122,Phone Call: Mobile/Cell,9043
53740175,05/22/2014,New Smyrna Beach,FL,Passed off as IRS,202,4700890,Phone Call: Mobile/Cell,9043
53740186,05/22/2014,Winter Haven,FL,IRS,202,2413690,Phone Call: Landline,9043
53740197,05/22/2014,Los Vegas,NV,IRS,202,2413122,Phone,9043
53740200,05/22/2014,Rehoboth Beach,DE,IRS,202,8641219,Phone Call: Landline,9043
53740218,05/22/2014,Henderson,NV,IRS,585,4446943,Phone Call: Landline,9043
53740228,05/22/2014,Grand Marias,MN,IRS,888,6401453,Phone Call: Landline,9043
53740232,05/22/2014,Beverly Hills,CA,IRS,202,5068501,Phone Call: Landline,9043
53740237,05/22/2014,Los Angeles,CA,IRS,310,7424166,Phone Call: Landline,9043
53740263,05/22/2014,,,IRS,888,8557251,Phone Call: Landline,9043
53740294,05/22/2014,Portland,OR,IRS,202,2412019,Phone,9043
53740299,05/22/2014,Sun City West,AZ,IRS,202,8641218,Phone Call: Landline,9043
53740304,05/22/2014,Bear,DE,IRS,202,2414886,Phone Call: Landline,9043
53740310,05/22/2014,,NJ,IRS,917,3003725,Phone Call: Landline,9043
53740331,05/22/2014,Portland,OR,IRS,202,5172978,Phone Call: Mobile/Cell,9043
53740347,05/22/2014,Salinas,CA,IRS,213,3750948,Phone Call: Mobile/Cell,9043
53740399,05/22/2014,La Vern,CA,IRS,800,8291040,Phone Call: Mobile/Cell,9043
53740413,05/22/2014,Koshkonong,MO,IRS,202,6290965,Phone Call: Landline,9043
53740425,05/22/2014,Stockton ,CA,IRS,,,Phone Call: Mobile/Cell,9043
53740437,05/22/2014,Buffalo Grove,IL,IRS,202,5999573,Phone Call: Mobile/Cell,9043
53740639,05/23/2014,Ilion,NY,Internal Revenue Service,585,6331792,Phone Call: Landline,9043
53740701,05/23/2014,New Brunswick,NJ,IRS,888,5087967,Phone Call: Landline,9043
53740725,05/23/2014,Sterling,VA,IRS,202,2419802,Phone,9043
53744739,05/23/2014,Taylorsville,UT,IRS,,,,9043
53744774,05/23/2014,Newton,MA,IRS,202,5068501,Phone,9043
53744814,05/23/2014,Portsmouth,RI,"""IRS""",,,Phone Call: Landline,9043
53744817,05/23/2014,Rochester,NY,IRS,585,5686673,Phone Call: Mobile/Cell,9043
53744825,05/23/2014,Fairfax,VA,IRS,202,2410806,Phone Call: Landline,9043
53744830,05/23/2014,,OH,IRS,888,6401563,Phone Call: Landline,9043
53744837,05/23/2014,Londview,CA,IRS,202,5069319,Phone Call: Landline,9043
53744845,05/23/2014,Monroe Township,NJ,IRS,202,8214239,Phone Call: Landline,9043
53744848,05/23/2014,Jackson,MI,irs,516,5157848,Phone Call: Mobile/Cell,9043
53744925,05/23/2014,,CA,Tax Audit dept of the IRS,230,5608422,Phone Call: Landline,9043
53744943,05/23/2014,,,IRS,305,9747053,Phone Call: Landline,9043
53744964,05/23/2014,,CA,IRS Tax Litigation Department,202,2807791,,9043
53744967,05/23/2014,,,irs,,,,9043
53744990,05/23/2014,Irving,TX,IRS Investigation Bureau Dept,800,8291040,Phone Call: Landline,9043
